codigo_municipio,nome_municipio,uf,qtd_inscritos,qtd_treineiros,indice_vulnerabilidade_medio,pct_sem_computador,pct_sem_internet,pct_escola_publica,pct_sem_renda_familiar,pct_pais_baixa_escolaridade,pct_baixa_vulnerabilidade,pct_media_vulnerabilidade,pct_alta_vulnerabilidade,nota_media_cn,nota_media_ch,nota_media_lc,nota_media_mt,nota_media_redacao,nota_media_geral,n_efetivo_nota,taxa_ausencia_pct,pct_treineiros,peso_estatistico,regiao
1100403,Alto Paraíso,RO,288,33,2.2534722222222223,73.95833333333334,6.25,97.91666666666666,6.597222222222222,40.625,18.055555555555554,73.61111111111111,8.333333333333332,475.52392638036804,475.8312883435583,494.6754601226994,469.31840490797543,509.69325153374234,485.0084662576687,163,43.40277777777778,11.458333333333332,163,Norte
1100452,Buritis,RO,900,133,2.1444444444444444,60.44444444444444,5.888888888888888,97.55555555555556,7.777777777777778,42.77777777777778,29.444444444444446,64.33333333333333,6.222222222222222,472.1606060606061,484.59777777777776,502.5543434343434,476.87919191919195,531.5555555555555,493.54949494949494,495,44.99999999999999,14.777777777777779,495,Norte
1101302,Mirante da Serra,RO,470,129,1.8340425531914895,58.29787234042553,4.680851063829787,80.0,4.25531914893617,36.17021276595745,37.659574468085104,57.87234042553191,4.468085106382979,474.94520958083837,479.23592814371256,500.06676646706586,476.62485029940126,575.6287425149701,501.30029940119755,334,28.936170212765955,27.4468085106383,334,Norte
1101401,Monte Negro,RO,338,80,2.1420118343195265,63.905325443786985,8.579881656804734,97.33727810650888,4.733727810650888,39.64497041420118,28.106508875739642,63.609467455621306,8.284023668639055,475.74162679425837,490.7497607655502,504.66124401913873,468.7995215311005,534.5454545454545,494.8995215311005,209,38.165680473372774,23.668639053254438,209,Norte
1101492,São Francisco do Guaporé,RO,378,84,2.044973544973545,62.698412698412696,5.026455026455026,94.97354497354497,7.671957671957672,34.12698412698413,28.306878306878307,67.1957671957672,4.497354497354497,474.8287610619469,477.01681415929204,500.72566371681415,473.2721238938053,546.0176991150443,494.37221238938054,226,40.21164021164021,22.22222222222222,226,Norte
1200013,Acrelândia,AC,511,82,2.4187866927592956,71.81996086105676,12.32876712328767,98.23874755381604,16.43835616438356,43.05283757338552,18.003913894324853,68.10176125244618,13.894324853228962,464.87371794871797,470.5375,497.23301282051284,451.18878205128203,496.6025641025641,476.08711538461534,312,38.94324853228963,16.046966731898237,312,Norte
1200104,Brasiléia,AC,946,136,2.2790697674418605,65.01057082452432,18.921775898520085,95.03171247357294,18.49894291754757,30.443974630021142,26.849894291754755,58.985200845665965,14.16490486257928,467.3380281690141,482.000234741784,501.7028169014084,468.4424882629108,507.69953051643193,485.4366197183099,426,54.96828752642706,14.376321353065538,426,Norte
1200203,Cruzeiro do Sul,AC,4362,671,2.5960568546538285,70.38055937643283,38.239339752407155,94.97936726272353,18.04218248509858,37.964236588720766,22.054103622191658,52.70518110958275,25.240715268225582,472.6040626164741,486.69258292955647,509.49049571375326,464.57849422288484,568.9153932165486,500.4562057398435,2683,38.491517652453,15.382851902796881,2683,Norte
1200302,Feijó,AC,698,136,2.812320916905444,77.36389684813754,38.25214899713467,98.56733524355302,21.63323782234957,45.41547277936962,16.475644699140403,52.14899713467048,31.37535816618911,452.7182336182336,469.9928774928775,495.17350427350425,446.65527065527067,502.6210826210826,473.43219373219375,351,49.713467048710605,19.484240687679083,351,Norte
1200328,Jordão,AC,152,15,3.2039473684210527,76.31578947368422,68.42105263157895,97.36842105263158,30.263157894736842,48.026315789473685,15.789473684210526,36.84210526315789,47.368421052631575,447.67083333333335,464.3013888888888,478.1111111111111,436.37916666666666,430.0,451.2925,72,52.63157894736843,9.868421052631579,72,Norte
1200336,Mâncio Lima,AC,638,119,2.75705329153605,78.99686520376176,39.0282131661442,97.96238244514106,23.35423197492163,36.36363636363637,15.203761755485893,59.87460815047022,24.921630094043888,452.2797647058823,464.5962352941176,480.99388235294117,441.216705882353,537.6,475.33731764705885,425,33.38557993730408,18.65203761755486,425,Norte
1200351,Marechal Thaumaturgo,AC,337,48,3.3620178041543025,81.89910979228486,67.95252225519289,100.0,32.34421364985163,54.00593471810089,9.495548961424333,40.652818991097924,49.85163204747774,453.3632183908046,477.51666666666665,477.4373563218391,426.61206896551727,515.2873563218391,470.0433333333334,174,48.367952522255194,14.243323442136498,174,Norte
1200385,Plácido de Castro,AC,298,44,2.4060402684563758,66.77852348993288,23.154362416107382,97.6510067114094,16.10738255033557,36.91275167785235,24.161073825503358,58.7248322147651,17.114093959731544,464.1909523809524,471.2342857142857,499.61619047619047,454.39619047619044,515.8095238095239,481.0494285714286,210,29.53020134228188,14.76510067114094,210,Norte
1200393,Porto Walter,AC,239,15,3.4435146443514646,92.46861924686193,73.22175732217573,99.581589958159,25.523012552301257,53.55648535564853,2.928870292887029,43.93305439330544,53.13807531380753,437.0207547169811,462.28018867924527,474.82264150943394,437.5415094339623,538.4905660377359,470.0311320754717,106,55.64853556485356,6.2761506276150625,106,Norte
1200401,Rio Branco,AC,17124,2679,2.0264540995094604,59.24433543564588,20.071245036206495,84.29689324924084,11.282410651716889,27.75052557813595,34.664797944405514,53.12427003036674,12.210932025227752,490.117454275369,507.17002135363475,526.103917927769,492.91932039736326,581.5058954600315,519.5633218828335,10771,37.09997664097173,15.644709180098108,10771,Norte
1200435,Santa Rosa do Purus,AC,58,10,2.603448275862069,70.6896551724138,39.6551724137931,98.27586206896551,20.689655172413794,31.03448275862069,20.689655172413794,58.620689655172406,20.689655172413794,440.3433333333333,456.18333333333334,477.88666666666666,423.5733333333334,501.3333333333333,459.864,30,48.275862068965516,17.24137931034483,30,Norte
